po_id,supplier_id,branch_id,order_date,expected_delivery_date,received_date,po_status,total_cost,total_gst_amount,grand_total
PO-352757,SUP0006,KOL001,6/2/2019,6/12/2019,6/12/2019,Received,12315004.18,3386991.216,15701995.4
PO-258961,SUP0004,HYD001,1/27/2021,2/14/2021,2/14/2021,Received,42541668.64,11691246.24,54232914.88
PO-153109,SUP0004,KOL001,10/1/2022,10/19/2022,10/19/2022,Received,337368.72,60726.3696,398095.0896
PO-908231,SUP0003,PUN001,8/24/2019,9/9/2019,9/9/2019,Received,15238142.89,4235958.697,19474101.59
PO-319572,SUP0003,AHM001,4/5/2023,4/21/2023,4/21/2023,Received,12593026.98,3501543.824,16094570.8
PO-517264,SUP0007,HYD001,3/7/2019,3/19/2019,3/22/2019,Received,6495445.7,1793957.641,8289403.341
PO-317804,SUP0004,KOL001,4/10/2019,4/28/2019,4/28/2019,Received,7731945.83,2004478.892,9736424.722
PO-449350,SUP0006,DEL001,11/5/2021,11/15/2021,11/12/2021,Received,1902270.93,498388.5674,2400659.497
PO-769216,SUP0006,HYD001,2/3/2019,2/13/2019,2/13/2019,Received,15419647.71,4317501.359,19737149.07
PO-753395,SUP0004,AHM001,12/6/2024,12/24/2024,12/24/2024,Received,24684257.77,6832557.065,31516814.83
PO-309828,SUP0008,KOL001,1/4/2019,1/30/2019,1/30/2019,Received,9601738.83,2564078.494,12165817.32
PO-465881,SUP0008,DEL001,9/11/2022,10/7/2022,10/7/2022,Received,8201096.97,2112777.869,10313874.84
PO-712561,SUP0002,HYD001,3/1/2023,3/11/2023,3/11/2023,Received,6694452.9,1861864.029,8556316.929
PO-296565,SUP0001,DEL001,3/15/2020,4/3/2020,4/3/2020,Received,4300024.94,1157059.689,5457084.629
PO-820541,SUP0004,AHM001,1/6/2021,1/24/2021,1/24/2021,Received,16507539.5,4615230.883,21122770.38
PO-973991,SUP0001,PUN001,1/7/2023,1/26/2023,1/26/2023,Received,24160374.26,6689725.451,30850099.71
PO-953526,SUP0002,HYD001,11/1/2021,11/11/2021,11/11/2021,Received,9686615.28,2606973.162,12293588.44
PO-994710,SUP0008,HYD001,3/11/2019,4/6/2019,4/6/2019,Received,13592801.75,3768884.476,17361686.23
PO-827060,SUP0006,CHN001,12/22/2023,1/1/2024,12/30/2023,Received,50853281.3,14151641.79,65004923.09
PO-277970,SUP0008,KOL001,1/8/2024,2/3/2024,2/3/2024,Received,21962192.67,6117551.374,28079744.04
PO-851369,SUP0004,KOL001,3/23/2019,4/10/2019,4/10/2019,Received,2519113.32,677401.3376,3196514.658
PO-857359,SUP0006,CHN001,8/22/2022,9/1/2022,9/4/2022,Received,79383.78,14289.0804,93672.8604
PO-160599,SUP0008,HYD001,10/30/2023,11/25/2023,12/1/2023,Received,7818007.44,2156887.643,9974895.083
PO-767997,SUP0003,HYD001,12/1/2019,12/17/2019,12/17/2019,Received,13148394.97,3444830.703,16593225.67
PO-881449,SUP0004,KOL001,10/22/2022,11/9/2022,11/9/2022,Received,6091047.39,1705493.269,7796540.659
PO-618830,SUP0006,CHN001,11/20/2023,11/30/2023,,Cancelled,3029744.93,839310.5714,3869055.501
PO-214467,SUP0001,HYD001,1/21/2020,2/9/2020,2/9/2020,Received,828650.56,149157.1008,977807.6608
PO-447442,SUP0003,KOL001,10/26/2022,11/11/2022,11/17/2022,Received,11896541.45,3139994.293,15036535.74
PO-216339,SUP0004,HYD001,9/1/2021,9/19/2021,9/19/2021,Received,452556.99,126715.9572,579272.9472
PO-192807,SUP0001,PUN001,9/1/2023,9/20/2023,9/20/2023,Received,19951316.73,5506435.229,25457751.96
PO-597324,SUP0008,DEL001,2/10/2019,3/8/2019,3/8/2019,Received,10887439.09,3048482.945,13935922.04
PO-937625,SUP0006,CHN001,10/8/2020,10/18/2020,,Cancelled,11241092.11,3120505.961,14361598.07
PO-208715,SUP0005,CHN001,10/22/2019,11/19/2019,11/22/2019,Received,27969328.42,7800019.043,35769347.46
PO-961727,SUP0007,AHM001,9/15/2022,9/27/2022,9/27/2022,Received,17584036.82,4894263.672,22478300.49
PO-315128,SUP0005,PUN001,5/29/2020,6/26/2020,6/26/2020,Received,9341013.65,2615483.822,11956497.47
PO-214308,SUP0003,PUN001,8/28/2020,9/13/2020,9/17/2020,Received,10606039.88,2942098.891,13548138.77
PO-686973,SUP0001,HYD001,11/8/2023,11/27/2023,11/27/2023,Received,18494180.27,5144694.521,23638874.79
PO-317337,SUP0004,PUN001,5/20/2019,6/7/2019,6/13/2019,Received,18775526.06,5134009.863,23909535.92
PO-757708,SUP0002,KOL001,9/12/2023,9/22/2023,9/22/2023,Received,9098726.67,2547643.468,11646370.14
PO-305865,SUP0008,DEL001,1/27/2022,2/22/2022,2/22/2022,Received,10273050.17,2856331.326,13129381.5
PO-415681,SUP0006,DEL001,8/27/2024,9/6/2024,9/6/2024,Received,8718061.78,2358766.738,11076828.52
PO-223919,SUP0003,CHN001,3/22/2019,4/7/2019,4/7/2019,Received,7017196.51,1955143.719,8972340.229
PO-662695,SUP0004,DEL001,4/25/2024,5/13/2024,5/16/2024,Received,83036.16,23250.1248,106286.2848
PO-727892,SUP0006,CHN001,8/9/2020,8/19/2020,8/19/2020,Received,6397498.71,1766441.541,8163940.251
PO-716593,SUP0001,PUN001,8/11/2022,8/30/2022,9/4/2022,Received,20376858.31,5671851.23,26048709.54
PO-930604,SUP0007,DEL001,7/29/2022,8/10/2022,8/10/2022,Received,14546856.64,4059354.795,18606211.44
PO-325323,SUP0002,HYD001,11/10/2023,11/20/2023,,Cancelled,89903.52,16182.6336,106086.1536
PO-300003,SUP0005,PUN001,8/21/2019,9/18/2019,9/18/2019,Received,2051231.75,550233.975,2601465.725
PO-795983,SUP0003,CHN001,3/16/2022,4/1/2022,3/31/2022,Received,25532979.57,7091932.747,32624912.32
PO-484229,SUP0003,PUN001,4/5/2021,4/21/2021,4/21/2021,Received,4955201.79,1342131.205,6297332.995
PO-384466,SUP0003,PUN001,3/25/2021,4/10/2021,4/10/2021,Received,27560483.49,7636581.76,35197065.25
PO-817491,SUP0002,CHN001,11/4/2023,11/14/2023,11/14/2023,Received,8549600.31,2357155.906,10906756.22
PO-236311,SUP0007,KOL001,2/22/2019,3/6/2019,3/6/2019,Received,26898041.5,7491528.798,34389570.3
PO-346353,SUP0007,DEL001,3/28/2021,4/9/2021,4/9/2021,Received,128096.64,23057.3952,151154.0352
PO-715196,SUP0007,KOL001,11/22/2023,12/4/2023,12/4/2023,Received,7427323.04,1882761.953,9310084.993
PO-886307,SUP0006,DEL001,9/9/2021,9/19/2021,9/19/2021,Received,20666479.83,5547794.386,26214274.22
PO-280052,SUP0005,KOL001,3/20/2023,4/17/2023,4/17/2023,Received,8491043.4,2341798.302,10832841.7
PO-432980,SUP0008,DEL001,7/30/2023,8/25/2023,8/25/2023,Received,7350939.82,2012889.045,9363828.865
PO-192295,SUP0002,PUN001,10/27/2024,11/6/2024,11/6/2024,Received,7049330.89,1965541.225,9014872.115
PO-629684,SUP0004,PUN001,6/9/2020,6/27/2020,6/27/2020,Received,39246863.83,10654663.2,49901527.03
PO-821942,SUP0005,AHM001,10/11/2024,11/8/2024,11/8/2024,Received,33372013.37,9238461.438,42610474.81
PO-349780,SUP0003,CHN001,4/12/2019,4/28/2019,4/28/2019,Received,14949019.4,4173631.04,19122650.44
PO-455926,SUP0001,AHM001,6/24/2021,7/13/2021,,Cancelled,13016102.84,3582719.474,16598822.31
PO-601513,SUP0004,KOL001,4/29/2022,5/17/2022,5/17/2022,Received,22087614.05,6052523.959,28140138.01
PO-202743,SUP0002,AHM001,10/25/2019,11/4/2019,11/4/2019,Received,7583517.31,2071201.659,9654718.969
PO-805655,SUP0002,CHN001,9/1/2023,9/11/2023,9/11/2023,Received,48556714.21,13456553.05,62013267.26
PO-673829,SUP0001,HYD001,11/23/2024,12/12/2024,12/12/2024,Received,36274056.3,10111284.38,46385340.68
PO-943184,SUP0001,KOL001,9/9/2024,9/28/2024,9/28/2024,Received,2909866.85,814762.718,3724629.568
PO-888652,SUP0002,HYD001,12/15/2021,12/25/2021,12/23/2021,Received,10821551.34,2871386.849,13692938.19
PO-678409,SUP0002,CHN001,6/4/2020,6/14/2020,6/14/2020,Received,9704581.76,2650524.073,12355105.83
PO-143104,SUP0006,AHM001,9/28/2019,10/8/2019,10/8/2019,Received,15385051.48,4300265.07,19685316.55
PO-356025,SUP0008,CHN001,2/9/2020,3/6/2020,3/6/2020,Received,1929406.56,540233.8368,2469640.397
PO-943551,SUP0002,HYD001,4/6/2019,4/16/2019,4/16/2019,Received,38654498.97,10782911.21,49437410.18
PO-552240,SUP0007,DEL001,12/4/2022,12/16/2022,12/21/2022,Received,16974093.21,4687414.144,21661507.35
PO-203506,SUP0007,AHM001,12/28/2021,1/9/2022,1/9/2022,Received,20551172.36,5656337.448,26207509.81
PO-494942,SUP0006,PUN001,10/5/2022,10/15/2022,10/15/2022,Received,16322106.97,4444725.057,20766832.03
PO-720660,SUP0008,PUN001,11/10/2022,12/6/2022,12/8/2022,Received,10065220.72,2770289.129,12835509.85
PO-276935,SUP0008,KOL001,3/25/2019,4/20/2019,4/20/2019,Received,6531654.08,1821014.692,8352668.772
PO-956930,SUP0005,CHN001,8/2/2021,8/30/2021,8/30/2021,Received,43070398.39,11958983.82,55029382.21
PO-186606,SUP0003,PUN001,9/18/2020,10/4/2020,,Cancelled,7156254.47,2003751.252,9160005.722
PO-676125,SUP0003,HYD001,8/12/2019,8/28/2019,8/29/2019,Received,18500.43,3330.0774,21830.5074
PO-171515,SUP0005,AHM001,8/26/2019,9/23/2019,9/23/2019,Received,4603758.9,1289052.492,5892811.392
PO-584019,SUP0005,KOL001,6/26/2019,7/24/2019,7/24/2019,Received,29246895.81,8111711.147,37358606.96
PO-267817,SUP0001,PUN001,11/23/2024,12/12/2024,12/12/2024,Received,1808134.96,506277.7888,2314412.749
PO-989899,SUP0001,PUN001,10/31/2019,11/19/2019,11/19/2019,Received,6814469.56,1715121.121,8529590.681
PO-294329,SUP0002,HYD001,3/23/2021,4/2/2021,4/2/2021,Received,31508185.66,8791198.98,40299384.64
PO-874446,SUP0002,KOL001,4/5/2021,4/15/2021,4/15/2021,Received,6133737.78,1682856.396,7816594.176
PO-575794,SUP0002,PUN001,1/24/2020,2/3/2020,2/8/2020,Received,29632023.64,8274904.635,37906928.28
PO-289264,SUP0007,CHN001,4/15/2023,4/27/2023,4/27/2023,Received,21428764.6,5873455.342,27302219.94
PO-327540,SUP0003,DEL001,8/31/2021,9/16/2021,9/16/2021,Received,310019.04,55803.4272,365822.4672
PO-619382,SUP0007,CHN001,2/1/2023,2/13/2023,2/13/2023,Received,37001777.08,10246409.07,47248186.15
PO-588380,SUP0001,CHN001,6/19/2021,7/8/2021,7/9/2021,Received,7969019.59,2225662.31,10194681.9
PO-241093,SUP0001,HYD001,4/12/2019,5/1/2019,5/1/2019,Received,374422.48,67396.0464,441818.5264
PO-211703,SUP0004,DEL001,11/28/2023,12/16/2023,12/18/2023,Received,708150.45,127467.081,835617.531
PO-742786,SUP0004,CHN001,7/24/2023,8/11/2023,8/11/2023,Received,18167773.17,5086976.488,23254749.66
PO-465923,SUP0005,KOL001,5/13/2019,6/10/2019,6/10/2019,Received,53634362.85,14991682.17,68626045.02
PO-205762,SUP0004,HYD001,2/22/2021,3/12/2021,3/9/2021,Received,32978054.64,9174336.841,42152391.48
PO-190717,SUP0001,AHM001,12/28/2023,1/16/2024,1/16/2024,Received,10228097.81,2839650.643,13067748.45
PO-947668,SUP0004,DEL001,5/20/2020,6/7/2020,6/7/2020,Received,9495941.03,2658863.488,12154804.52
PO-300081,SUP0003,PUN001,2/16/2019,3/4/2019,3/4/2019,Received,559493.58,100708.8444,660202.4244
PO-926660,SUP0001,PUN001,12/28/2024,1/16/2025,,Cancelled,18654270.65,5132414.42,23786685.07
PO-128739,SUP0003,PUN001,10/18/2024,11/3/2024,,Cancelled,27330063.24,7640262.94,34970326.18
PO-779116,SUP0004,KOL001,4/27/2022,5/15/2022,5/15/2022,Received,9157232.83,2309383.637,11466616.47
PO-677205,SUP0007,CHN001,8/5/2022,8/17/2022,8/17/2022,Received,17733633.6,4948288.162,22681921.76
PO-843577,SUP0005,CHN001,6/23/2021,7/21/2021,7/20/2021,Received,28064214.9,7732926.382,35797141.28
PO-755469,SUP0005,AHM001,3/2/2023,3/30/2023,3/30/2023,Received,1728696.08,484034.9024,2212730.982
PO-517029,SUP0002,PUN001,2/27/2020,3/8/2020,,Cancelled,5492912.32,1269572.659,6762484.979
PO-291537,SUP0003,HYD001,9/7/2019,9/23/2019,9/30/2019,Received,21171913.61,5844601.766,27016515.38
PO-212285,SUP0007,HYD001,4/12/2020,4/24/2020,4/24/2020,Received,11800764.38,3204933.173,15005697.55
PO-221521,SUP0007,DEL001,3/1/2021,3/13/2021,3/13/2021,Received,8950466.12,2506130.514,11456596.63
PO-417362,SUP0002,HYD001,7/1/2023,7/11/2023,7/11/2023,Received,4637791.62,1291065.704,5928857.324
PO-731825,SUP0002,AHM001,7/6/2020,7/16/2020,7/16/2020,Received,17838336.25,4661782.896,22500119.15
PO-787834,SUP0003,HYD001,2/3/2024,2/19/2024,2/26/2024,Received,6704883.16,1872827.109,8577710.269
PO-671869,SUP0007,DEL001,9/26/2021,10/8/2021,10/8/2021,Received,15828756.59,4423145.555,20251902.15
PO-184227,SUP0006,HYD001,7/17/2021,7/27/2021,8/1/2021,Received,21464585.06,5783156.002,27247741.06
PO-660706,SUP0005,DEL001,12/6/2022,1/3/2023,1/3/2023,Received,3892431.01,1089880.683,4982311.693
PO-686822,SUP0006,DEL001,10/5/2021,10/15/2021,10/15/2021,Received,1756218.74,458514.2232,2214732.963
PO-443814,SUP0001,PUN001,1/17/2023,2/5/2023,2/5/2023,Received,567898.56,159011.5968,726910.1568
PO-705356,SUP0004,KOL001,2/24/2021,3/14/2021,3/14/2021,Received,1800527.57,423850.1306,2224377.701
PO-129736,SUP0006,DEL001,5/29/2019,6/8/2019,6/8/2019,Received,13043199.88,3560739.238,16603939.12
PO-975404,SUP0006,DEL001,2/8/2021,2/18/2021,2/18/2021,Received,1214235.62,335836.5266,1550072.147
PO-161681,SUP0008,CHN001,11/22/2019,12/18/2019,12/18/2019,Received,26412797.99,7289086.115,33701884.11
PO-485213,SUP0002,DEL001,8/6/2024,8/16/2024,8/16/2024,Received,28853405.23,8055555.838,36908961.07
PO-580933,SUP0005,DEL001,1/9/2023,2/6/2023,2/6/2023,Received,24112332.96,6711329.08,30823662.04
PO-857142,SUP0007,AHM001,4/16/2022,4/28/2022,4/30/2022,Received,32963611.27,9072365.076,42035976.35
PO-779181,SUP0001,KOL001,4/20/2020,5/9/2020,5/9/2020,Received,526304.47,94734.8046,621039.2746
PO-810396,SUP0007,AHM001,2/29/2020,3/12/2020,3/11/2020,Received,8759222.07,2452582.18,11211804.25
PO-588072,SUP0006,HYD001,10/31/2021,11/10/2021,11/10/2021,Received,32067073.23,8811883.175,40878956.41
PO-244798,SUP0008,DEL001,6/30/2022,7/26/2022,7/24/2022,Received,20672791.94,5558478.55,26231270.49
PO-942436,SUP0005,DEL001,3/29/2024,4/26/2024,4/26/2024,Received,4086040.32,1143137.008,5229177.328
PO-888496,SUP0001,KOL001,10/22/2021,11/10/2021,,Cancelled,818729.73,229244.3244,1047974.054
PO-455097,SUP0001,DEL001,7/12/2024,7/31/2024,7/31/2024,Received,32391922.42,8858145.915,41250068.33
PO-960147,SUP0002,KOL001,7/31/2021,8/10/2021,8/7/2021,Received,11264446.48,3048139.571,14312586.05
PO-587314,SUP0005,CHN001,7/13/2020,8/10/2020,8/15/2020,Received,74085.3,13335.354,87420.654
PO-452000,SUP0006,PUN001,1/31/2019,2/10/2019,2/10/2019,Received,1098162.7,197669.286,1295831.986
PO-797882,SUP0002,KOL001,7/8/2019,7/18/2019,,Cancelled,9593828.55,2499075.858,12092904.41
PO-253443,SUP0003,PUN001,5/9/2020,5/25/2020,5/25/2020,Received,11153456.03,2963016.147,14116472.18
PO-242514,SUP0005,DEL001,3/31/2022,4/28/2022,4/28/2022,Received,13223527.63,3661985.436,16885513.07
PO-119804,SUP0005,KOL001,9/4/2020,10/2/2020,10/1/2020,Received,35121970.45,9506660.754,44628631.2
PO-697313,SUP0005,HYD001,12/9/2024,1/6/2025,1/3/2025,Received,13345694.53,3614142.72,16959837.25
PO-126320,SUP0002,HYD001,12/7/2022,12/17/2022,,Cancelled,38406968.66,10743904.11,49150872.77
PO-247462,SUP0005,DEL001,4/1/2022,4/29/2022,4/29/2022,Received,5908595.61,1654406.771,7563002.381
PO-860765,SUP0001,CHN001,3/17/2024,4/5/2024,,Cancelled,6458641.06,1791714.109,8250355.169
PO-383127,SUP0001,DEL001,7/2/2021,7/21/2021,,Cancelled,31983027.7,8781652.359,40764680.06
PO-362739,SUP0003,HYD001,7/20/2023,8/5/2023,8/5/2023,Received,5719008.31,1411827.891,7130836.201
PO-443805,SUP0004,DEL001,6/18/2019,7/6/2019,7/6/2019,Received,10390967.13,2871390.632,13262357.76
PO-116503,SUP0003,DEL001,6/11/2020,6/27/2020,6/27/2020,Received,21037047,5847953.194,26885000.19
PO-790186,SUP0007,AHM001,11/6/2021,11/18/2021,11/18/2021,Received,8358133.42,2340277.358,10698410.78
PO-568746,SUP0004,KOL001,4/23/2020,5/11/2020,5/11/2020,Received,12917426.68,3552824.858,16470251.54
PO-672025,SUP0006,CHN001,10/25/2023,11/4/2023,11/4/2023,Received,23265400.87,6494079.704,29759480.57
PO-229747,SUP0008,PUN001,7/31/2023,8/26/2023,8/26/2023,Received,1702600.17,476728.0476,2179328.218
PO-395551,SUP0001,CHN001,9/13/2024,10/2/2024,9/30/2024,Received,49998023.53,13936912.01,63934935.54
PO-329686,SUP0001,DEL001,2/9/2024,2/28/2024,2/28/2024,Received,5506353.27,1468743.601,6975096.871
PO-330358,SUP0008,DEL001,1/30/2020,2/25/2020,2/25/2020,Received,3667512.92,1026903.618,4694416.538
PO-629160,SUP0004,KOL001,1/6/2020,1/24/2020,,Cancelled,16332874.86,4239472.605,20572347.46
PO-725290,SUP0006,KOL001,11/10/2019,11/20/2019,11/26/2019,Received,24723809.3,6909399.518,31633208.82
PO-833083,SUP0003,DEL001,9/24/2024,10/10/2024,10/10/2024,Received,6299910.14,1738724.531,8038634.671
PO-777103,SUP0007,PUN001,8/29/2022,9/10/2022,9/9/2022,Received,34148037.3,9546971.232,43695008.53
PO-404259,SUP0004,HYD001,1/20/2021,2/7/2021,2/12/2021,Received,3689254.27,1019762.409,4709016.679
PO-777980,SUP0003,AHM001,7/26/2021,8/11/2021,8/11/2021,Received,1089764.35,263429.887,1353194.237
PO-943718,SUP0008,KOL001,2/9/2021,3/7/2021,3/7/2021,Received,1261156.1,344850.62,1606006.72
PO-973015,SUP0002,KOL001,6/30/2021,7/10/2021,7/17/2021,Received,4745939.08,1229047.247,5974986.327
PO-854542,SUP0003,AHM001,7/12/2024,7/28/2024,7/28/2024,Received,14556226.61,4015456.023,18571682.63
PO-970324,SUP0007,AHM001,11/8/2021,11/20/2021,11/20/2021,Received,337130.46,60683.4828,397813.9428
PO-591952,SUP0005,AHM001,1/3/2022,1/31/2022,1/31/2022,Received,20561310.43,5519762.346,26081072.78
PO-133700,SUP0007,CHN001,8/8/2024,8/20/2024,8/20/2024,Received,31612980.89,8842368.486,40455349.38
PO-213309,SUP0006,PUN001,1/21/2024,1/31/2024,1/31/2024,Received,9801717.06,2664508.879,12466225.94
PO-576890,SUP0008,KOL001,8/12/2020,9/7/2020,9/7/2020,Received,11453852.42,3039073.005,14492925.42
PO-389890,SUP0004,PUN001,2/19/2019,3/9/2019,,Cancelled,17302828.73,4790755.579,22093584.31
PO-109831,SUP0007,PUN001,6/25/2022,7/7/2022,7/7/2022,Received,37589830.51,10506284.93,48096115.44
PO-223231,SUP0008,HYD001,12/7/2024,1/2/2025,1/2/2025,Received,10680908.57,2769805.554,13450714.12
PO-780789,SUP0001,KOL001,10/18/2021,11/6/2021,11/6/2021,Received,6773551.65,1896594.462,8670146.112
PO-731477,SUP0007,HYD001,4/26/2021,5/8/2021,5/8/2021,Received,31890965.92,8868334.518,40759300.44
PO-233651,SUP0002,CHN001,2/12/2022,2/22/2022,,Cancelled,6643456.52,1836554.922,8480011.442
PO-701147,SUP0007,DEL001,9/18/2022,9/30/2022,9/30/2022,Received,21355745.65,5723544.169,27079289.82
PO-500343,SUP0007,KOL001,6/3/2024,6/15/2024,6/15/2024,Received,2412479.14,434246.2452,2846725.385
PO-502485,SUP0005,KOL001,5/13/2019,6/10/2019,6/10/2019,Received,12313636.71,3340539.736,15654176.45
PO-797326,SUP0004,DEL001,12/7/2020,12/25/2020,12/25/2020,Received,34237628.19,9467381.718,43705009.91
PO-644266,SUP0001,DEL001,4/10/2020,4/29/2020,4/29/2020,Received,1476359.56,411891.0568,1888250.617
PO-809109,SUP0004,PUN001,10/31/2019,11/18/2019,11/18/2019,Received,3942125.79,1100006.529,5042132.319
PO-935555,SUP0006,DEL001,4/17/2020,4/27/2020,4/27/2020,Received,56294837.71,15702518.64,71997356.35
PO-416129,SUP0008,AHM001,7/28/2019,8/23/2019,8/23/2019,Received,8032796.92,2232855.852,10265652.77
PO-145399,SUP0001,AHM001,8/6/2024,8/25/2024,8/25/2024,Received,11356063.01,3006869.394,14362932.4
PO-913202,SUP0003,CHN001,9/17/2022,10/3/2022,10/3/2022,Received,4769297.64,1259305.369,6028603.009
PO-367831,SUP0002,PUN001,5/19/2023,5/29/2023,5/29/2023,Received,18132964.4,5019239.572,23152203.97
PO-249943,SUP0004,DEL001,2/2/2023,2/20/2023,2/20/2023,Received,54024416.39,15072699.11,69097115.5
PO-514528,SUP0006,KOL001,7/2/2020,7/12/2020,7/12/2020,Received,8123225.16,2170455.938,10293681.1
PO-253897,SUP0006,AHM001,7/14/2024,7/24/2024,7/24/2024,Received,7078427.33,1975468.054,9053895.384
PO-595586,SUP0004,KOL001,10/1/2021,10/19/2021,10/19/2021,Received,15266038.1,4265054.146,19531092.25
PO-591810,SUP0008,PUN001,1/5/2022,1/31/2022,1/31/2022,Received,29791822.12,8222602.553,38014424.67
PO-389347,SUP0004,HYD001,2/12/2019,3/2/2019,3/2/2019,Received,18240810.87,5018264.053,23259074.92
PO-903496,SUP0005,KOL001,5/5/2024,6/2/2024,,Cancelled,2715304.7,760285.316,3475590.016
PO-766757,SUP0003,AHM001,9/22/2022,10/8/2022,10/8/2022,Received,219849.5,39572.91,259422.41
PO-982613,SUP0001,DEL001,2/13/2024,3/3/2024,3/3/2024,Received,9124012.52,2554723.506,11678736.03
PO-201804,SUP0002,PUN001,3/5/2019,3/15/2019,3/15/2019,Received,21071280.93,5654274.676,26725555.61
PO-470790,SUP0007,HYD001,3/27/2019,4/8/2019,,Cancelled,6740926.7,1791337.528,8532264.228
PO-298332,SUP0004,KOL001,2/1/2023,2/19/2023,2/21/2023,Received,13813239.86,3856031.441,17669271.3
PO-483161,SUP0004,KOL001,2/26/2021,3/16/2021,3/16/2021,Received,11641063.11,2961633.276,14602696.39
PO-669687,SUP0005,KOL001,9/9/2022,10/7/2022,10/7/2022,Received,17893324.02,4813541.454,22706865.47
PO-347828,SUP0004,AHM001,10/8/2024,10/26/2024,10/26/2024,Received,7689989.36,2153197.021,9843186.381
PO-147620,SUP0003,DEL001,7/3/2023,7/19/2023,7/19/2023,Received,11240640.37,3021516.541,14262156.91
PO-239319,SUP0006,AHM001,5/28/2021,6/7/2021,,Cancelled,9414125.78,2474548.841,11888674.62
PO-760751,SUP0008,KOL001,5/18/2021,6/13/2021,6/13/2021,Received,87585.19,15765.3342,103350.5242
PO-782539,SUP0001,PUN001,7/25/2021,8/13/2021,8/13/2021,Received,18817052.47,5241266.755,24058319.22
PO-463945,SUP0001,DEL001,7/15/2024,8/3/2024,8/3/2024,Received,13425384.91,3599077.283,17024462.19
PO-633782,SUP0005,PUN001,12/13/2019,1/10/2020,1/10/2020,Received,2945821.73,739362.9844,3685184.714
PO-554657,SUP0003,PUN001,2/22/2019,3/10/2019,3/10/2019,Received,23804658.56,6328048.301,30132706.86
PO-281973,SUP0004,HYD001,9/30/2021,10/18/2021,,Cancelled,17741865.03,4925246.76,22667111.79
PO-642041,SUP0003,HYD001,1/18/2022,2/3/2022,2/7/2022,Received,4945759.42,1384812.638,6330572.058
PO-574297,SUP0001,PUN001,5/10/2020,5/29/2020,5/31/2020,Received,5964594.51,1611091.076,7575685.586
PO-616025,SUP0005,KOL001,2/24/2022,3/24/2022,3/24/2022,Received,8775018.3,2451534.252,11226552.55
PO-822098,SUP0004,KOL001,4/9/2019,4/27/2019,4/27/2019,Received,6195851.58,1677898.32,7873749.9
PO-218124,SUP0006,AHM001,9/10/2023,9/20/2023,9/20/2023,Received,21065053.99,5791899.261,26856953.25
PO-277312,SUP0004,CHN001,3/29/2023,4/16/2023,4/20/2023,Received,1151645.69,322460.7932,1474106.483
PO-905126,SUP0006,DEL001,7/17/2019,7/27/2019,7/27/2019,Received,7448428.02,2057051.086,9505479.106
PO-305982,SUP0005,PUN001,7/7/2022,8/4/2022,8/4/2022,Received,9047688.74,2231813.747,11279502.49
PO-584050,SUP0007,KOL001,7/9/2022,7/21/2022,7/21/2022,Received,3021765.87,839859.1926,3861625.063
PO-531128,SUP0001,CHN001,10/8/2024,10/27/2024,,Cancelled,5386534.98,1478399.12,6864934.1
PO-756118,SUP0002,AHM001,9/1/2021,9/11/2021,9/11/2021,Received,9412914.29,2635616.001,12048530.29
PO-385793,SUP0002,KOL001,2/28/2020,3/9/2020,3/15/2020,Received,18352030.17,5130474.59,23482504.76
PO-260019,SUP0005,AHM001,2/10/2022,3/10/2022,3/10/2022,Received,31407059.53,8793976.668,40201036.2
PO-189793,SUP0006,KOL001,2/23/2019,3/5/2019,3/5/2019,Received,10912203.37,2877561.442,13789764.81
PO-568844,SUP0007,PUN001,7/3/2024,7/15/2024,7/15/2024,Received,31345035.24,8769073.237,40114108.48
PO-374642,SUP0006,HYD001,12/28/2020,1/7/2021,1/7/2021,Received,11762079.1,3184676.93,14946756.03
PO-699702,SUP0008,HYD001,6/27/2022,7/23/2022,7/23/2022,Received,11054010.01,2992148.967,14046158.98
PO-916261,SUP0004,DEL001,12/17/2024,1/4/2025,1/10/2025,Received,15547933.3,4279453.155,19827386.46
PO-642921,SUP0003,HYD001,1/20/2022,2/5/2022,,Cancelled,24406702.24,6663575.91,31070278.15
PO-591756,SUP0001,AHM001,7/3/2019,7/22/2019,7/22/2019,Received,9847564.24,2723067.145,12570631.39
PO-753099,SUP0003,CHN001,3/10/2019,3/26/2019,3/26/2019,Received,20251457.2,5458677.37,25710134.57
PO-351690,SUP0005,PUN001,11/17/2020,12/15/2020,12/15/2020,Received,12154774.36,3277171.021,15431945.38
PO-734669,SUP0008,DEL001,4/29/2023,5/25/2023,5/28/2023,Received,23586573.65,6571714.511,30158288.16
PO-170498,SUP0005,CHN001,5/18/2022,6/15/2022,6/15/2022,Received,46113892.94,12841272.25,58955165.19
PO-506145,SUP0006,CHN001,6/17/2020,6/27/2020,6/27/2020,Received,11145446.02,2700392.033,13845838.05
PO-358162,SUP0007,AHM001,8/29/2021,9/10/2021,9/10/2021,Received,2874761.44,804933.2032,3679694.643
PO-271043,SUP0005,KOL001,1/31/2024,2/28/2024,,Cancelled,10889104.16,3041155.501,13930259.66
PO-104167,SUP0002,KOL001,10/8/2020,10/18/2020,,Cancelled,10364933.18,2748028.035,13112961.22
PO-977913,SUP0001,CHN001,4/16/2024,5/5/2024,5/6/2024,Received,5066502.69,1141750.516,6208253.206
PO-455615,SUP0006,HYD001,7/6/2023,7/16/2023,7/16/2023,Received,7810877.4,2187045.672,9997923.072
